REF_ID,PRED_ID,LOC_ID,LME_CODE,COUNTRY,STATE,GULF_OCTANT,LOCALE_NAME,LOCALE_TYPE,BAY_HIERARC_LEVEL,SAMP_DEP_REALM,LOC_CENTR_LAT,LOC_CENTR_LONG,LOC_POLY_COORDS,LOC_POLY_SOURCE,LOC_POLY_CONF,MAJOR_LOC_NAME,MAJOR_LOC_TYPE,MIN_DEP_LOC,MAX_DEP_LOC,MN_DEP_LOC,MIN_DEP_SAMP,MAX_DEP_SAMP,MN_DEP_SAMP,TIME_ZONE,START_YEAR,START_MON,START_DAY,START_TIME,START_SEAS,END_YEAR,END_MON,END_DAY,END_TIME,END_SEAS,HAB_SYSTEM,HAB_SUBSYSTEM,TIDAL_ZONE,REALM,PROVINCE,ECOREGION,SYS_CONF,LOC_NOTES,NUM_SAMPS,STA_DATA
24d,Cchr.1,24d.2,GOM,US,TX,NNW,Texas coastal waters,Coastal waters,NA,Demersal,27.624085,-95.77403,"((-93.962021475,29.3223189769),(-94.5307479865,29.0092102107),(-94.8017028759999,28.8844185019),(-95.4576989242,28.6469010021),(-96.0245650745,28.4715429827),(-96.4951709351999,28.2268087278),(-96.8588209185,27.9594708368),(-97.1440365915999,27.5935630616),(-97.2830792322999,27.2834787082999),(-97.3044704076999,27.0582831577999),(-97.2973400159,26.9248554638999),(-97.2438620772,26.7689901723999),(-97.1654277670999,26.5108660349),(-97.0905586529,26.0953791136),(-97.0695170139999,25.9405966736),(-97.1404713957,25.9928776233),(-97.1582973752999,26.1305932880999),(-97.1868189425999,26.27773745),(-97.3116007996,26.6830136332),(-97.3722091301,26.8994227355),(-97.3793395218999,27.0328805649),(-97.3579483464999,27.273972604),(-97.2474272731,27.5461576965),(-97.0834282610999,27.7861335356),(-96.9158640530999,28.0098441019999),(-96.7304738656,28.1513925789),(-96.5593444616999,28.2644968398),(-96.3953454496,28.3304189682999),(-96.381084666,28.3868911261999),(-96.1849988907,28.5028783304),(-95.8605660624999,28.6437721721999),(-95.5325680384,28.8000992053999),(-95.2651783448,28.9437133075999),(-95.1510920755,29.0341505011999),(-94.8230940514,29.2614519302),(-94.7018773904,29.3391791254999),(-94.7303989577,29.3702534268),(-94.6697906270999,29.4323735778),(-94.5877911210999,29.4603152586),(-94.2776190766,29.581306899),(-94.1813587869,29.5068676248),(-93.962021475,29.3223189769))",Inferred from station locations,high,Texas coastal waters,Gulf/Ocean waters,9,17,13,9,17,13,CDST,1981,6,4,0:00,spring,1981,7,3,0:00,summer,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA,NA,yes
17b,Scav.1,17b.1,GOM,US,FL,NNE,Florida coastal waters,Coastal waters,NA,NA,30.250241,-86.131143,"((-85.4720198691999,29.5049018333),(-85.5174786431,29.6329822498),(-85.5761349365999,29.8367141515999),(-85.6881151333,29.9538263493),(-85.8356445988,30.0307987256999),(-86.0596049921,30.1522933036),(-86.2284640187999,30.2122165532999),(-86.4062103627999,30.2521451273999),(-86.5910665604999,30.2674979523999),(-86.8292653465999,30.2444571447999),(-86.8585088629999,30.2826681151),(-86.8485221475999,30.3530722367),(-86.8202264539,30.3746144013),(-86.7469905405999,30.3832299384),(-86.6571101015999,30.3846657875),(-86.5639007574999,30.3846657875),(-86.4856714864999,30.3731784046999),(-86.4274156464999,30.370306348),(-86.3192262291999,30.3573810492),(-86.1877344759,30.3229052364999),(-86.0529138173999,30.2769186069999),(-85.8648306765999,30.1877581808),(-85.7533123541,30.1186752642),(-85.6800764408999,30.0639503256),(-85.6101694328,30.0351355648999),(-85.5136311834999,29.9616200028),(-85.4437241754,29.9125793922),(-85.422086292,29.8952651715999),(-85.4270796497,29.8548536254),(-85.4237507446,29.7869831717999),(-85.4071062187999,29.7161755831),(-85.4054417661999,29.6915980031999),(-85.4071062187999,29.6641218277999),(-85.4037773137,29.6105940526),(-85.4137640290999,29.5512462792999))",Inferred from description in text,fuzzy,Florida coastal waters,Gulf/Ocean waters,NA,NA,NA,NA,NA,NA,CDST,1968,NA,NA,0:00,spring,1968,NA,NA,0:00,summer,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA,NA,no
17b,Scav.1,17b.2,GOM,US,FL,NNE,Florida coastal waters,Coastal waters,NA,NA,30.250241,-86.131143,"((-85.4720198691999,29.5049018333),(-85.5174786431,29.6329822498),(-85.5761349365999,29.8367141515999),(-85.6881151333,29.9538263493),(-85.8356445988,30.0307987256999),(-86.0596049921,30.1522933036),(-86.2284640187999,30.2122165532999),(-86.4062103627999,30.2521451273999),(-86.5910665604999,30.2674979523999),(-86.8292653465999,30.2444571447999),(-86.8585088629999,30.2826681151),(-86.8485221475999,30.3530722367),(-86.8202264539,30.3746144013),(-86.7469905405999,30.3832299384),(-86.6571101015999,30.3846657875),(-86.5639007574999,30.3846657875),(-86.4856714864999,30.3731784046999),(-86.4274156464999,30.370306348),(-86.3192262291999,30.3573810492),(-86.1877344759,30.3229052364999),(-86.0529138173999,30.2769186069999),(-85.8648306765999,30.1877581808),(-85.7533123541,30.1186752642),(-85.6800764408999,30.0639503256),(-85.6101694328,30.0351355648999),(-85.5136311834999,29.9616200028),(-85.4437241754,29.9125793922),(-85.422086292,29.8952651715999),(-85.4270796497,29.8548536254),(-85.4237507446,29.7869831717999),(-85.4071062187999,29.7161755831),(-85.4054417661999,29.6915980031999),(-85.4071062187999,29.6641218277999),(-85.4037773137,29.6105940526),(-85.4137640290999,29.5512462792999))",Inferred from description in text,fuzzy,Florida coastal waters,Gulf/Ocean waters,NA,NA,NA,NA,NA,NA,CDST,1969,NA,NA,0:00,spring,1969,NA,NA,0:00,summer,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA,NA,no
17b,Scav.1,17b.1,GOM,US,FL,NNE,Florida continental shelf,Continental shelf,NA,NA,30.138342,-86.165264,"((-85.4720198691999,29.5049018333),(-85.4720198691999,29.5049018333),(-85.5635647607,29.4976585958999),(-85.636800674,29.4991072848999),(-85.6883987038,29.5353177711),(-85.7100365871999,29.63374469),(-85.7832725005,29.8014275527),(-85.9081064435,29.9544096645),(-86.1128341100999,30.0509847207),(-86.4690269607999,30.1632968488),(-86.7935952126999,30.1978287288),(-86.8292653465999,30.2444571447999),(-86.5910665604999,30.2674979523999),(-86.4062103627999,30.2521451273999),(-86.2284640187999,30.2122165532999),(-86.0596049921,30.1522933036),(-85.8356445988,30.0307987256999),(-85.6881151333,29.9538263493),(-85.5761349365999,29.8367141515999),(-85.5174786431,29.6329822498),(-85.4720198691999,29.5049018333))",Inferred from description in text,fuzzy,Florida continental shelf,Gulf/Ocean waters,NA,NA,NA,NA,NA,NA,CDST,1968,NA,NA,0:00,spring,1968,NA,NA,0:00,summer,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA,NA,no
17b,Scav.1,17b.2,GOM,US,FL,NNE,Florida continental shelf,Continental shelf,NA,NA,30.138342,-86.165264,"((-85.4720198691999,29.5049018333),(-85.4720198691999,29.5049018333),(-85.5635647607,29.4976585958999),(-85.636800674,29.4991072848999),(-85.6883987038,29.5353177711),(-85.7100365871999,29.63374469),(-85.7832725005,29.8014275527),(-85.9081064435,29.9544096645),(-86.1128341100999,30.0509847207),(-86.4690269607999,30.1632968488),(-86.7935952126999,30.1978287288),(-86.8292653465999,30.2444571447999),(-86.5910665604999,30.2674979523999),(-86.4062103627999,30.2521451273999),(-86.2284640187999,30.2122165532999),(-86.0596049921,30.1522933036),(-85.8356445988,30.0307987256999),(-85.6881151333,29.9538263493),(-85.5761349365999,29.8367141515999),(-85.5174786431,29.6329822498),(-85.4720198691999,29.5049018333))",Inferred from description in text,fuzzy,Florida continental shelf,Gulf/Ocean waters,NA,NA,NA,NA,NA,NA,CDST,1969,NA,NA,0:00,spring,1969,NA,NA,0:00,summer,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA,NA,no
61b,Scav.1,61b.1,GOM,US,TX,WNW,Lower Laguna Madre,Bay/Lagoon,1,NA,26.347947,-97.27571,"((-97.1946936596999,26.0758837236),(-97.2512829136999,26.0821714184),(-97.2827213881,26.0985194251),(-97.287751544,26.1312154385),(-97.2965543169,26.1551086791),(-97.2978118558999,26.1903197705),(-97.3040995508,26.2192431669),(-97.2990693948,26.2544542583),(-97.3053570896999,26.2858927326999),(-97.3267352522999,26.3110435122999),(-97.3279927913,26.3437395256999),(-97.3355380251999,26.3864958509),(-97.3556586488,26.4129041694),(-97.3908697402,26.4493727997999),(-97.402187591,26.4883565081),(-97.4172780587,26.5348854502),(-97.4172780587,26.5550060739),(-97.3913177155999,26.5868320728),(-97.3430832589999,26.5914747041999),(-97.3217050963999,26.5587786908),(-97.3091297067,26.5210525215),(-97.3066146287,26.4858414300999),(-97.287751544,26.4594331115999),(-97.2701459983999,26.435539871),(-97.2487678357999,26.3940410848),(-97.2286472121,26.3512847595999),(-97.2148142834,26.3022407393999),(-97.1997238155999,26.2544542583),(-97.1921785817999,26.2116979331),(-97.1846333479,26.1651689909),(-97.18211827,26.1249277436999),(-97.1695428801999,26.0846864964),(-97.1607401074,26.0670809506999),(-97.1733154971,26.0607932558),(-97.1896635038,26.0582781779),(-97.1946936596999,26.0758837236))",Determined through research,medium,Lower Laguna Madre system,Bay/Lagoon system,NA,NA,NA,NA,NA,NA,CDST,1971,8,1,0:00,summer,1971,8,3,0:00,summer,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA,NA,no
61b,Scav.1,61b.2,GOM,US,TX,WNW,Offshore of Port Isabel,Coastal waters,NA,NA,26.385325,-97.155392,"((-97.0150517494,25.9552712411999),(-97.0994258356,25.957786019),(-97.1493945166999,25.9863395510999),(-97.1672404743,26.1683683179999),(-97.1815172402999,26.2932900208),(-97.2172091553999,26.4039349576),(-97.2600394534999,26.5609793839999),(-97.2850237940999,26.6466399802),(-97.2957313686,26.6930394697999),(-97.2814546025999,26.7215930019),(-97.1453598585,26.723264084),(-97.1024901843999,26.5256420276),(-97.0738708644,26.3815141106),(-97.0452515443,26.2676861158999),(-97.0255757616999,26.0670134496999),(-97.0150517494,25.9552712411999))",Determined through research,medium,Texas coastal waters,Gulf/Ocean waters,NA,NA,NA,NA,NA,NA,CDST,1971,8,1,0:00,summer,1971,8,3,0:00,summer,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA,NA,no
61b,Scav.1,61b.3,GOM,US,TX,WNW,Offshore of Port Isabel,Continental shelf,NA,NA,26.340236,-96.713251,"((-96.3584874496999,25.9357004433999),(-97.0150517494,25.9552712411999),(-97.0255757616999,26.0670134496999),(-97.0452515443,26.2676861158999),(-97.0738708644,26.3815141106),(-97.1024901843999,26.5256420276),(-97.1453598585,26.723264084),(-96.4781750973999,26.7314559669),(-96.4585554826,26.6839739567),(-96.4209926249999,26.6264240705),(-96.3691201073,26.5352441367),(-96.3351346647,26.4375852890999),(-96.3190362972,26.3799116765999),(-96.3226137121999,26.3013652009999),(-96.3244024196999,26.26287402),(-96.3440782022999,26.2372061412),(-96.3530217397999,26.1810378985),(-96.3512330323,26.1216305923999),(-96.3405007873,26.0878994856),(-96.3422894947999,26.028444829),(-96.3458669097999,25.9802162195),(-96.3584874496999,25.9357004433999))",Determined through research,medium,Texas continental shelf,Gulf/Ocean waters,NA,NA,NA,NA,NA,NA,CDST,1971,8,1,0:00,summer,1971,8,3,0:00,summer,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA,NA,no
61b,Scav.1,61b.4,GOM,US,NA,WNW,Offshore of Port Isabel,Continental slope/rise,NA,NA,26.331459,-96.032943,"((-95.58771174,25.9127210949999),(-96.3584874496999,25.9357004433999),(-96.3458669097999,25.9802162195),(-96.3422894947999,26.028444829),(-96.3405007873,26.0878994856),(-96.3512330323,26.1216305923999),(-96.3530217397999,26.1810378985),(-96.3440782022999,26.2372061412),(-96.3244024196999,26.26287402),(-96.3226137121999,26.3013652009999),(-96.3190362972,26.3799116765999),(-96.3351346647,26.4375852890999),(-96.3691201073,26.5352441367),(-96.4209926249999,26.6264240705),(-96.4585554826,26.6839739567),(-96.4781750973999,26.7314559669),(-95.8488067066,26.7391829891),(-95.8440649922,26.6932476001),(-95.782268263,26.697494498),(-95.7489931012,26.6210261326999),(-95.7347323175,26.5530112773),(-95.7299787229,26.4636805226999),(-95.7062107502,26.3615032806),(-95.644414021,26.3061195219999),(-95.6396604263999,26.2464458631),(-95.60163167,26.1952726079),(-95.6063852645999,26.1355420481),(-95.6396604263999,26.0416179975),(-95.6491676156,25.9946277248),(-95.58771174,25.9127210949999))",Determined through research,medium,Continental slope/rise,Gulf/Ocean waters,NA,NA,NA,NA,NA,NA,CDST,1971,8,1,0:00,summer,1971,8,3,0:00,summer,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA,NA,no
24d,Mund.1,24d.1,GOM,US,NA,WNW,Texas coastal waters,Coastal waters,NA,Demersal,27.624085,-95.77403,"((-93.962021475,29.3223189769),(-94.5307479865,29.0092102107),(-94.8017028759999,28.8844185019),(-95.4576989242,28.6469010021),(-96.0245650745,28.4715429827),(-96.4951709351999,28.2268087278),(-96.8588209185,27.9594708368),(-97.1440365915999,27.5935630616),(-97.2830792322999,27.2834787082999),(-97.3044704076999,27.0582831577999),(-97.2973400159,26.9248554638999),(-97.2438620772,26.7689901723999),(-97.1654277670999,26.5108660349),(-97.0905586529,26.0953791136),(-97.0695170139999,25.9405966736),(-97.1404713957,25.9928776233),(-97.1582973752999,26.1305932880999),(-97.1868189425999,26.27773745),(-97.3116007996,26.6830136332),(-97.3722091301,26.8994227355),(-97.3793395218999,27.0328805649),(-97.3579483464999,27.273972604),(-97.2474272731,27.5461576965),(-97.0834282610999,27.7861335356),(-96.9158640530999,28.0098441019999),(-96.7304738656,28.1513925789),(-96.5593444616999,28.2644968398),(-96.3953454496,28.3304189682999),(-96.381084666,28.3868911261999),(-96.1849988907,28.5028783304),(-95.8605660624999,28.6437721721999),(-95.5325680384,28.8000992053999),(-95.2651783448,28.9437133075999),(-95.1510920755,29.0341505011999),(-94.8230940514,29.2614519302),(-94.7018773904,29.3391791254999),(-94.7303989577,29.3702534268),(-94.6697906270999,29.4323735778),(-94.5877911210999,29.4603152586),(-94.2776190766,29.581306899),(-94.1813587869,29.5068676248),(-93.962021475,29.3223189769))",Inferred from station locations,high,Texas coastal waters,Gulf/Ocean waters,9,17,13,9,17,13,CDST,1981,6,4,0:00,spring,1981,7,3,0:00,summer,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA,NA,yes
24d,Mund.1,24d.1,GOM,US,NA,NNW,Texas coastal waters,Coastal waters,NA,Demersal,27.624085,-95.77403,"((-93.962021475,29.3223189769),(-94.5307479865,29.0092102107),(-94.8017028759999,28.8844185019),(-95.4576989242,28.6469010021),(-96.0245650745,28.4715429827),(-96.4951709351999,28.2268087278),(-96.8588209185,27.9594708368),(-97.1440365915999,27.5935630616),(-97.2830792322999,27.2834787082999),(-97.3044704076999,27.0582831577999),(-97.2973400159,26.9248554638999),(-97.2438620772,26.7689901723999),(-97.1654277670999,26.5108660349),(-97.0905586529,26.0953791136),(-97.0695170139999,25.9405966736),(-97.1404713957,25.9928776233),(-97.1582973752999,26.1305932880999),(-97.1868189425999,26.27773745),(-97.3116007996,26.6830136332),(-97.3722091301,26.8994227355),(-97.3793395218999,27.0328805649),(-97.3579483464999,27.273972604),(-97.2474272731,27.5461576965),(-97.0834282610999,27.7861335356),(-96.9158640530999,28.0098441019999),(-96.7304738656,28.1513925789),(-96.5593444616999,28.2644968398),(-96.3953454496,28.3304189682999),(-96.381084666,28.3868911261999),(-96.1849988907,28.5028783304),(-95.8605660624999,28.6437721721999),(-95.5325680384,28.8000992053999),(-95.2651783448,28.9437133075999),(-95.1510920755,29.0341505011999),(-94.8230940514,29.2614519302),(-94.7018773904,29.3391791254999),(-94.7303989577,29.3702534268),(-94.6697906270999,29.4323735778),(-94.5877911210999,29.4603152586),(-94.2776190766,29.581306899),(-94.1813587869,29.5068676248),(-93.962021475,29.3223189769))",Inferred from station locations,high,Texas coastal waters,Gulf/Ocean waters,9,17,13,9,17,13,CDST,1981,6,4,0:00,spring,1981,7,3,0:00,summer,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA,NA,yes
